# mod_sps_tau1 with P: 7, V1: 1 and V2: 7 steps.
# Array shape: (7, 1, 7)
# x: P (400-2200), y: V1 (700-700), z(slices): V2 (175-295)
# z: V2 [175. 195. 215. 235. 255. 275. 295.]
# y: V1 [700.]
# x: P [ 400.  700. 1000. 1300. 1600. 1900. 2200.]
# V2 slice 175.0V
5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03
# V2 slice 195.0V
5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03
# V2 slice 215.0V
5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03
# V2 slice 235.0V
5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03
# V2 slice 255.0V
5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03
# V2 slice 275.0V
5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03
# V2 slice 295.0V
5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03;5.000000000000000000e+03
